114841417@N06,12068804204_085d553238_o.jpg,481,(60-100),f,0 1,0 0 0 0 0 0 0 1
114841417@N06,12078357226_5fdd9367de_o.jpg,483,(4-6),f,0 1,0 1 0 0 0 0 0 0
114841417@N06,12019067874_0e988248af_o.jpg,483,(4-6),f,0 1,0 1 0 0 0 0 0 0
114841417@N06,12061744626_215481e333_o.jpg,486,(15-20),f,0 1,0 0 0 1 0 0 0 0
114841417@N06,12061744626_215481e333_o.jpg,483,(4-6),f,0 1,0 1 0 0 0 0 0 0
114841417@N06,12059875396_f5c3a70550_o.jpg,488,(15-20),f,0 1,0 0 0 1 0 0 0 0
114841417@N06,12060036015_e7c827be8d_o.jpg,486,(15-20),f,0 1,0 0 0 1 0 0 0 0
114841417@N06,12076982073_3d7cfa797b_o.jpg,492,(15-20),m,1 0,0 0 0 1 0 0 0 0
114841417@N06,12101541316_35e1f0b9a1_o.jpg,493,(15-20),m,1 0,0 0 0 1 0 0 0 0
114841417@N06,12101541316_35e1f0b9a1_o.jpg,490,(8-12),m,1 0,0 0 1 0 0 0 0 0
114841417@N06,12095094203_507149205c_o.jpg,490,(8-12),m,1 0,0 0 1 0 0 0 0 0
114841417@N06,12059434533_676e110ed5_o.jpg,490,(8-12),m,1 0,0 0 1 0 0 0 0 0
114841417@N06,12060970675_f9f9180169_o.jpg,486,(15-20),f,0 1,0 0 0 1 0 0 0 0
114841417@N06,12060970675_f9f9180169_o.jpg,483,(4-6),f,0 1,0 1 0 0 0 0 0 0
114841417@N06,12059995564_3e347b45bd_o.jpg,483,(4-6),f,0 1,0 1 0 0 0 0 0 0
114841417@N06,12101763726_1d11b44823_o.jpg,490,(8-12),m,1 0,0 0 1 0 0 0 0 0
114841417@N06,12077824396_e5c732d4fe_o.jpg,482,(48-53),m,1 0,0 0 0 0 0 0 1 0
114841417@N06,12085238366_58ba30f728_o.jpg,496,(60-100),m,1 0,0 0 0 0 0 0 0 1
114841417@N06,12085238366_58ba30f728_o.jpg,497,(60-100),m,1 0,0 0 0 0 0 0 0 1
114841417@N06,12085238366_58ba30f728_o.jpg,490,(8-12),m,1 0,0 0 1 0 0 0 0 0
114841417@N06,12085238366_58ba30f728_o.jpg,483,(4-6),f,0 1,0 1 0 0 0 0 0 0
114841417@N06,12069040936_d7151fe554_o.jpg,490,(8-12),m,1 0,0 0 1 0 0 0 0 0
